"","#","S","PLAYER","PO","MIN","PTS","FGM","FGA","FG%","3FGM","3FGA","3FG%","FTM","FTA","FT%","OR","DR","TR","AS","TO","ST","BS","BSR","F","FD","DUNK","EFF","SHEDULEKEY","TEAM"
"157",9,"","野里 惇貴野里","SG","00:00",0,0,0,"-",0,0,"-",0,0,"-",0,0,0,0,0,0,0,0,0,0,0,0,"3580","青森"
"158",18,"〇","菅 俊男菅","SF","36:56",11,3,5,"60.0%",1,2,"50.0%",4,10,"40.0%",1,7,8,5,1,2,0,0,3,7,0,17,"3580","青森"
"159",21,"","橋本 龍弥橋本","PG","02:15",0,0,0,"-",0,0,"-",0,0,"-",0,0,0,0,0,0,0,0,0,0,0,0,"3580","青森"
"160",22,"〇","門馬 圭二郎門馬","SG/SF","24:53",9,3,6,"50.0%",2,5,"40.0%",1,2,"50.0%",2,3,5,3,2,1,0,0,2,1,0,12,"3580","青森"
"161",27,"〇","ユリアス・ユツィカスユツィカス","PF/C","19:25",12,4,7,"57.1%",1,2,"50.0%",3,4,"75.0%",0,3,3,1,6,1,2,0,5,3,0,9,"3580","青森"
"162",32,"","臼井 弘樹臼井","PF","17:00",9,3,3,"100.0%",0,0,"-",3,4,"75.0%",0,1,1,0,0,0,1,0,5,3,0,10,"3580","青森"
"163",39,"","船山 裕士船山","PF","06:32",0,0,1,"0.0%",0,1,"0.0%",0,0,"-",0,0,0,1,0,0,0,0,0,0,0,0,"3580","青森"
"164",NA,"","TEAM / COACHES","","",0,0,0,"-",0,0,"-",0,0,"-",0,2,2,0,0,0,0,0,0,0,0,2,"3580","青森"
"165",NA,"","合計","","200:00",89,30,56,"53.6%",13,29,"44.8%",16,28,"57.1%",6,30,36,22,16,8,6,1,17,19,0,107,"3580","青森"
"166",0,"〇","楯 昌宗楯","PG","15:54",0,0,5,"0.0%",0,2,"0.0%",0,0,"-",1,1,2,1,1,1,0,2,1,0,0,-2,"3580","愛媛"
"167",2,"〇","堤 啓士朗堤","PG","15:31",2,1,4,"25.0%",0,1,"0.0%",0,0,"-",0,2,2,3,2,0,0,1,2,4,0,2,"3580","愛媛"
"168",3,"〇","コーリー・ジョンソンジョンソン","PF","34:06",25,11,19,"57.9%",1,3,"33.3%",2,2,"100.0%",6,6,12,2,3,1,0,0,1,3,0,29,"3580","愛媛"
"169",8,"","加藤 悠三加藤","SG","06:53",6,2,3,"66.7%",2,2,"100.0%",0,0,"-",0,0,0,1,1,0,0,0,1,0,0,5,"3580","愛媛"
"170",9,"","矢代 雪次郎矢代","PG/SG","15:51",5,2,5,"40.0%",1,2,"50.0%",0,0,"-",1,1,2,1,1,0,0,0,1,0,0,4,"3580","愛媛"
"171",10,"〇","アンドリュー・フィッツジェラルドフィッツジェラルド","PF","29:28",23,10,18,"55.6%",0,0,"-",3,4,"75.0%",5,2,7,0,2,3,1,1,4,6,1,23,"3580","愛媛"
"172",12,"","藤田 浩司藤田","SF","07:21",0,0,1,"0.0%",0,0,"-",0,0,"-",0,1,1,0,1,0,0,0,2,0,0,-1,"3580","愛媛"
"173",13,"","小原 良公小原","PG/SG","12:27",3,1,4,"25.0%",1,1,"100.0%",0,0,"-",1,3,4,0,0,0,0,0,1,0,0,4,"3580","愛媛"
"174",16,"〇","笠原 太志笠原","SF/PF","31:03",3,1,8,"12.5%",0,3,"0.0%",1,4,"25.0%",0,2,2,1,4,3,0,0,3,3,0,-5,"3580","愛媛"
"175",31,"","岡本 将大岡本","PG","19:48",3,1,4,"25.0%",1,2,"50.0%",0,0,"-",1,0,1,6,0,1,0,2,0,1,0,8,"3580","愛媛"
"176",32,"","高畠 佳介高畠","SG","11:38",0,0,3,"0.0%",0,2,"0.0%",0,0,"-",0,0,0,4,0,1,0,0,3,0,0,2,"3580","愛媛"
"177",NA,"","TEAM / COACHES","","",0,0,0,"-",0,0,"-",0,0,"-",1,5,6,0,1,0,0,0,0,0,0,5,"3580","愛媛"
"178",NA,"","合計","","200:00",70,29,74,"39.2%",6,18,"33.3%",6,10,"60.0%",16,23,39,19,16,10,1,6,19,17,1,74,"3580","愛媛"
"179",0,"〇","會田 圭佑會田","PG","40:53",7,3,15,"20.0%",1,6,"16.7%",0,0,"-",1,6,7,9,2,0,0,2,1,1,0,9,"3581","青森"
"180",2,"〇","カレン・ルッソルッソ","SF/PF","39:47",22,7,15,"46.7%",1,5,"20.0%",7,8,"87.5%",3,9,12,5,1,4,1,0,4,6,1,34,"3581","青森"
"181",3,"","鮫島 和人鮫島","PG","00:58",0,0,1,"0.0%",0,1,"0.0%",0,0,"-",0,0,0,0,0,0,0,0,0,0,0,-1,"3581","青森"
"182",8,"","佐野 太一佐野","PG/SG","35:17",19,5,15,"33.3%",5,13,"38.5%",4,6,"66.7%",1,1,2,2,1,0,0,1,3,3,0,10,"3581","青森"
"183",9,"","野里 惇貴野里","SG","00:00",0,0,0,"-",0,0,"-",0,0,"-",0,0,0,0,0,0,0,0,0,0,0,0,"3581","青森"
"184",18,"〇","菅 俊男菅","SF","15:56",6,2,3,"66.7%",0,0,"-",2,2,"100.0%",3,5,8,2,2,0,0,0,1,2,0,13,"3581","青森"
"185",21,"","橋本 龍弥橋本","PG","00:44",0,0,0,"-",0,0,"-",0,0,"-",0,0,0,0,0,0,0,0,0,0,0,0,"3581","青森"
"186",22,"〇","門馬 圭二郎門馬","SG/SF","39:23",14,4,11,"36.4%",2,7,"28.6%",4,8,"50.0%",0,6,6,5,1,4,2,0,3,6,0,19,"3581","青森"
"187",27,"〇","ユリアス・ユツィカスユツィカス","PF/C","20:55",13,4,8,"50.0%",1,1,"100.0%",4,8,"50.0%",1,3,4,1,1,0,0,1,5,4,0,9,"3581","青森"
"188",32,"","臼井 弘樹臼井","PF","29:55",4,2,6,"33.3%",0,0,"-",0,0,"-",3,4,7,2,2,1,0,1,3,1,0,8,"3581","青森"
"189",39,"","船山 裕士船山","PF","01:12",0,0,1,"0.0%",0,0,"-",0,0,"-",0,0,0,0,0,0,0,0,0,0,0,-1,"3581","青森"
"190",NA,"","TEAM / COACHES","","",0,0,0,"-",0,0,"-",0,0,"-",4,2,6,0,1,0,0,0,0,0,0,5,"3581","青森"
"191",NA,"","合計","","225:00",85,27,75,"36.0%",10,33,"30.3%",21,32,"65.6%",16,36,52,26,11,9,3,5,20,23,1,105,"3581","青森"
"192",0,"〇","楯 昌宗楯","PG","33:54",15,6,18,"33.3%",0,8,"0.0%",3,3,"100.0%",2,2,4,4,0,1,0,2,2,3,0,12,"3581","愛媛"
"193",2,"","堤 啓士朗堤","PG","09:59",0,0,1,"0.0%",0,0,"-",0,2,"0.0%",0,0,0,0,2,0,0,0,1,1,0,-5,"3581","愛媛"
"194",3,"","コーリー・ジョンソンジョンソン","PF","36:51",27,10,24,"41.7%",4,7,"57.1%",3,6,"50.0%",8,11,19,2,1,1,0,1,2,6,0,31,"3581","愛媛"
"195",8,"","加藤 悠三加藤","SG","02:20",0,0,0,"-",0,0,"-",0,0,"-",0,0,0,1,0,0,0,0,0,0,0,1,"3581","愛媛"
"196",9,"〇","矢代 雪次郎矢代","PG/SG","10:21",2,1,3,"33.3%",0,2,"0.0%",0,0,"-",0,1,1,4,1,1,0,0,4,0,0,5,"3581","愛媛"
"197",10,"〇","アンドリュー・フィッツジェラルドフィッツジェラルド","PF","40:51",28,11,29,"37.9%",0,0,"-",6,8,"75.0%",8,6,14,0,3,0,3,0,2,7,0,22,"3581","愛媛"
"198",12,"","藤田 浩司藤田","SF","01:37",0,0,0,"-",0,0,"-",0,0,"-",0,0,0,0,0,0,0,0,0,0,0,0,"3581","愛媛"
"199",13,"","小原 良公小原","PG/SG","24:41",7,3,5,"60.0%",0,0,"-",1,2,"50.0%",1,4,5,1,1,0,0,0,3,1,0,9,"3581","愛媛"
"200",16,"〇","笠原 太志笠原","SF/PF","20:04",4,1,3,"33.3%",1,1,"100.0%",1,2,"50.0%",0,3,3,2,2,0,2,0,5,1,0,6,"3581","愛媛"
"201",31,"〇","岡本 将大岡本","PG","34:53",3,1,4,"25.0%",1,3,"33.3%",0,0,"-",1,3,4,5,3,0,0,0,4,0,0,6,"3581","愛媛"
"202",32,"","高畠 佳介高畠","SG","09:29",0,0,3,"0.0%",0,2,"0.0%",0,0,"-",0,0,0,0,0,2,0,0,0,0,0,-1,"3581","愛媛"
"203",NA,"","TEAM / COACHES","","",0,0,0,"-",0,0,"-",0,0,"-",7,4,11,0,0,0,0,0,0,0,0,11,"3581","愛媛"
"204",NA,"","合計","","225:00",86,33,90,"36.7%",6,23,"26.1%",14,23,"60.9%",27,34,61,19,13,5,5,3,23,19,0,97,"3581","愛媛"
"205",1,"〇","タイラー・ハリスハリス","PF","25:49",22,9,13,"69.2%",0,1,"0.0%",4,6,"66.7%",2,7,9,4,2,2,1,0,2,3,2,30,"3598","仙台"
"206",5,"〇","ダニエル・ミラーミラー","C","23:15",17,7,7,"100.0%",0,0,"-",3,4,"75.0%",5,7,12,2,0,0,2,0,0,3,0,32,"3598","仙台"
"207",6,"","新号 健新号","PG","24:12",3,1,6,"16.7%",0,4,"0.0%",1,2,"50.0%",1,1,2,1,1,0,0,0,1,1,0,-1,"3598","仙台"
"208",7,"〇","澤邉 圭太澤邉","SG","22:29",9,4,10,"40.0%",1,3,"33.3%",0,0,"-",0,0,0,4,2,4,0,1,1,0,0,9,"3598","仙台"
"209",8,"〇","月野 雅人月野","PG","21:06",6,2,8,"25.0%",2,8,"25.0%",0,0,"-",1,1,2,6,0,1,0,0,1,0,0,9,"3598","仙台"
"210",10,"","菅澤 紀行菅澤","PF","16:42",7,3,4,"75.0%",1,2,"50.0%",0,0,"-",2,4,6,4,2,1,0,0,1,1,0,15,"3598","仙台"
"211",11,"〇","白戸 大聖白戸","SG","26:15",7,3,7,"42.9%",0,2,"0.0%",1,1,"100.0%",1,1,2,2,1,0,1,0,1,3,0,7,"3598","仙台"
"212",12,"","泉 秀岳泉","SF","09:29",5,2,4,"50.0%",1,3,"33.3%",0,0,"-",0,1,1,1,1,2,0,0,1,0,0,6,"3598","仙台"
"213",22,"","宮本 滉希宮本","PF","14:14",7,3,5,"60.0%",0,0,"-",1,2,"50.0%",1,2,3,5,0,0,0,0,1,1,0,12,"3598","仙台"
"214",32,"","安部 潤安部","PG/SG","16:29",9,3,4,"75.0%",3,4,"75.0%",0,2,"0.0%",0,0,0,1,1,0,0,0,2,1,0,6,"3598","仙台"
"215",NA,"","TEAM / COACHES","","",0,0,0,"-",0,0,"-",0,0,"-",3,2,5,0,0,0,0,0,0,0,0,5,"3598","仙台"
"216",NA,"","合計","","200:00",92,37,68,"54.4%",8,27,"29.6%",10,17,"58.8%",16,26,42,30,10,10,4,1,11,13,2,130,"3598","仙台"
"217",0,"〇","會田 圭佑會田","PG","21:47",14,7,10,"70.0%",0,0,"-",0,0,"-",2,1,3,4,2,0,0,1,0,0,0,16,"3598","青森"
"218",3,"","鮫島 和人鮫島","PG","21:00",4,2,3,"66.7%",0,0,"-",0,0,"-",1,0,1,3,1,1,0,0,2,0,0,7,"3598","青森"
"219",8,"","佐野 太一佐野","PG/SG","30:30",22,8,17,"47.1%",4,10,"40.0%",2,2,"100.0%",1,3,4,1,0,2,0,0,1,3,0,20,"3598","青森"
"220",9,"","野里 惇貴野里","SG","00:00",0,0,0,"-",0,0,"-",0,0,"-",0,0,0,0,0,0,0,0,0,0,0,0,"3598","青森"
"221",18,"","菅 俊男菅","SF","00:00",0,0,0,"-",0,0,"-",0,0,"-",0,0,0,0,0,0,0,0,0,0,0,0,"3598","青森"
"222",21,"〇","橋本 龍弥橋本","PG","34:40",3,1,7,"14.3%",1,3,"33.3%",0,0,"-",1,3,4,1,5,1,1,1,5,1,0,-1,"3598","青森"
"223",22,"〇","門馬 圭二郎門馬","SG/SF","33:28",8,3,10,"30.0%",1,6,"16.7%",1,1,"100.0%",1,2,3,5,1,3,0,0,2,5,0,11,"3598","青森"
"224",32,"〇","臼井 弘樹臼井","PF","38:18",9,4,9,"44.4%",1,2,"50.0%",0,0,"-",0,7,7,3,3,0,0,2,0,1,0,11,"3598","青森"
"225",39,"〇","船山 裕士船山","PF","20:17",4,2,5,"40.0%",0,1,"0.0%",0,0,"-",1,3,4,0,1,0,0,0,3,1,0,4,"3598","青森"
"226",NA,"","TEAM / COACHES","","",0,0,0,"-",0,0,"-",0,0,"-",0,1,1,0,0,0,0,0,0,0,0,1,"3598","青森"
"227",NA,"","合計","","200:00",64,27,61,"44.3%",7,22,"31.8%",3,3,"100.0%",7,20,27,17,13,7,1,4,13,11,0,69,"3598","青森"
"228",1,"","中西 良太中西","PF","29:28",15,6,10,"60.0%",0,0,"-",3,4,"75.0%",0,6,6,2,1,1,1,0,2,4,0,19,"3623","熊本"
"229",2,"〇","古野 拓巳古野","PG","27:47",13,4,8,"50.0%",1,3,"33.3%",4,5,"80.0%",0,2,2,8,1,1,0,0,2,4,0,18,"3623","熊本"
"230",5,"〇","チリジ・ネパウエネパウエ","C","06:19",0,0,2,"0.0%",0,0,"-",0,0,"-",0,1,1,0,0,0,1,1,0,0,0,0,"3623","熊本"
"231",6,"","柿内 輝心柿内","PG","17:25",4,2,6,"33.3%",0,1,"0.0%",0,0,"-",1,1,2,1,2,1,0,0,2,0,0,2,"3623","熊本"
"232",11,"〇","福田 真生福田","SF","32:37",10,3,8,"37.5%",0,2,"0.0%",4,4,"100.0%",5,3,8,1,1,3,0,0,1,2,0,16,"3623","熊本"
"233",13,"〇","俊野 佳彦俊野","SG/SF","23:38",14,4,10,"40.0%",2,4,"50.0%",4,7,"57.1%",0,1,1,3,0,0,0,0,2,5,0,9,"3623","熊本"
"234",15,"","寺下 太基寺下","SF/PF","11:06",6,3,3,"100.0%",0,0,"-",0,0,"-",3,0,3,1,1,0,0,0,3,1,0,9,"3623","熊本"
"235",21,"","西谷 亮一西谷","SF","02:49",0,0,0,"-",0,0,"-",0,0,"-",0,0,0,0,1,0,0,0,0,0,0,-1,"3623","熊本"
"236",23,"〇","チェハーレス・タプスコットタプスコット","SF/PF","35:06",30,10,22,"45.5%",4,9,"44.4%",6,6,"100.0%",5,7,12,4,1,6,0,1,5,3,0,39,"3623","熊本"
"237",47,"","並里 祐並里","PG","13:45",5,1,2,"50.0%",1,1,"100.0%",2,4,"50.0%",0,0,0,1,2,1,0,0,2,2,0,2,"3623","熊本"
"238",NA,"","TEAM / COACHES","","",0,0,0,"-",0,0,"-",0,0,"-",2,5,7,0,0,0,0,0,0,0,0,7,"3623","熊本"
"239",NA,"","合計","","200:00",97,33,71,"46.5%",8,20,"40.0%",23,30,"76.7%",16,26,42,21,10,13,2,2,19,21,0,120,"3623","熊本"
"240",0,"〇","會田 圭佑會田","PG","28:06",8,4,11,"36.4%",0,3,"0.0%",0,0,"-",2,4,6,5,2,1,0,1,4,2,0,11,"3623","青森"
"241",2,"〇","カレン・ルッソルッソ","SF/PF","37:19",21,6,17,"35.3%",0,7,"0.0%",9,11,"81.8%",1,3,4,4,4,4,1,0,3,8,0,17,"3623","青森"
"242",3,"","鮫島 和人鮫島","PG","04:39",0,0,0,"-",0,0,"-",0,0,"-",0,0,0,0,0,0,0,0,0,0,0,0,"3623","青森"
"243",8,"","佐野 太一佐野","PG/SG","26:32",12,4,8,"50.0%",3,5,"60.0%",1,1,"100.0%",0,3,3,1,1,0,0,0,2,2,0,11,"3623","青森"
"244",18,"","菅 俊男菅","SF","00:00",0,0,0,"-",0,0,"-",0,0,"-",0,0,0,0,0,0,0,0,0,0,0,0,"3623","青森"
"245",21,"","橋本 龍弥橋本","PG","10:04",3,1,2,"50.0%",1,2,"50.0%",0,0,"-",0,1,1,4,0,0,0,0,1,0,0,7,"3623","青森"
"246",22,"〇","門馬 圭二郎門馬","SG/SF","24:09",2,1,3,"33.3%",0,1,"0.0%",0,0,"-",2,1,3,2,2,1,0,0,4,0,0,4,"3623","青森"
"247",27,"〇","ユリアス・ユツィカスユツィカス","PF/C","36:14",22,8,16,"50.0%",2,4,"50.0%",4,5,"80.0%",0,11,11,1,6,1,0,1,2,5,2,20,"3623","青森"
"248",32,"〇","臼井 弘樹臼井","PF","26:22",6,2,4,"50.0%",0,0,"-",2,2,"100.0%",1,3,4,0,0,0,1,0,2,2,0,9,"3623","青森"
"249",39,"","船山 裕士船山","PF","06:35",2,1,1,"100.0%",0,0,"-",0,0,"-",1,1,2,1,0,0,0,0,3,0,0,5,"3623","青森"
"250",NA,"","TEAM / COACHES","","",0,0,0,"-",0,0,"-",0,0,"-",2,0,2,0,2,0,0,0,0,0,0,0,"3623","青森"
"251",NA,"","合計","","200:00",76,27,62,"43.5%",6,22,"27.3%",16,19,"84.2%",9,27,36,18,17,7,2,2,21,19,2,84,"3623","青森"
"252",1,"","中西 良太中西","PF","18:48",7,3,3,"100.0%",0,0,"-",1,2,"50.0%",3,3,6,3,2,0,0,0,1,2,0,13,"3624","熊本"
"253",2,"〇","古野 拓巳古野","PG","31:55",10,5,11,"45.5%",0,3,"0.0%",0,0,"-",0,2,2,8,3,2,1,0,3,0,0,14,"3624","熊本"
"254",6,"","柿内 輝心柿内","PG","14:23",2,1,2,"50.0%",0,0,"-",0,0,"-",0,2,2,0,3,0,0,0,0,0,0,0,"3624","熊本"
"255",8,"〇","ジョシュ・ドゥインカードゥインカー","PF","29:04",20,8,17,"47.1%",1,5,"20.0%",3,3,"100.0%",1,5,6,2,3,0,1,1,3,3,0,17,"3624","熊本"
"256",11,"〇","福田 真生福田","SF","37:02",13,6,10,"60.0%",1,2,"50.0%",0,0,"-",2,3,5,3,0,2,0,0,1,2,0,19,"3624","熊本"
"257",13,"〇","俊野 佳彦俊野","SG/SF","29:16",7,2,7,"28.6%",1,3,"33.3%",2,2,"100.0%",0,1,1,4,2,2,0,0,2,1,0,7,"3624","熊本"
"258",15,"","寺下 太基寺下","SF/PF","00:00",0,0,0,"-",0,0,"-",0,0,"-",0,0,0,0,0,0,0,0,0,0,0,0,"3624","熊本"
"259",21,"","西谷 亮一西谷","SF","00:00",0,0,0,"-",0,0,"-",0,0,"-",0,0,0,0,0,0,0,0,0,0,0,0,"3624","熊本"
"260",23,"〇","チェハーレス・タプスコットタプスコット","SF/PF","35:07",23,10,23,"43.5%",1,6,"16.7%",2,2,"100.0%",4,1,5,4,3,1,1,1,4,2,0,18,"3624","熊本"
"261",47,"","並里 祐並里","PG","04:25",3,1,2,"50.0%",1,1,"100.0%",0,0,"-",0,0,0,0,1,0,0,0,1,0,0,1,"3624","熊本"
"262",NA,"","TEAM / COACHES","","",0,0,0,"-",0,0,"-",0,0,"-",4,4,8,0,0,0,0,0,0,0,0,8,"3624","熊本"
"263",NA,"","合計","","200:00",85,36,75,"48.0%",5,20,"25.0%",8,9,"88.9%",14,21,35,24,17,7,3,2,15,10,0,97,"3624","熊本"
"264",0,"〇","會田 圭佑會田","PG","37:27",13,6,8,"75.0%",1,2,"50.0%",0,0,"-",0,5,5,9,4,1,0,0,1,1,0,22,"3624","青森"
"265",2,"〇","カレン・ルッソルッソ","SF/PF","39:08",35,16,25,"64.0%",2,7,"28.6%",1,1,"100.0%",2,6,8,10,4,3,1,0,3,5,4,44,"3624","青森"
"266",3,"","鮫島 和人鮫島","PG","00:00",0,0,0,"-",0,0,"-",0,0,"-",0,0,0,0,0,0,0,0,0,0,0,0,"3624","青森"
"267",8,"","佐野 太一佐野","PG/SG","29:31",13,5,8,"62.5%",3,5,"60.0%",0,0,"-",0,1,1,4,1,3,0,0,0,0,0,17,"3624","青森"
"268",18,"","菅 俊男菅","SF","00:00",0,0,0,"-",0,0,"-",0,0,"-",0,0,0,0,0,0,0,0,0,0,0,0,"3624","青森"
"269",21,"","橋本 龍弥橋本","PG","02:33",0,0,0,"-",0,0,"-",0,0,"-",0,0,0,0,2,0,0,0,0,0,0,-2,"3624","青森"
"270",22,"〇","門馬 圭二郎門馬","SG/SF","23:10",6,2,5,"40.0%",2,3,"66.7%",0,0,"-",0,0,0,1,0,2,0,1,3,3,0,6,"3624","青森"
"271",27,"〇","ユリアス・ユツィカスユツィカス","PF/C","40:00",29,12,19,"63.2%",1,4,"25.0%",4,4,"100.0%",0,10,10,2,3,1,1,2,2,5,3,33,"3624","青森"
"272",32,"〇","臼井 弘樹臼井","PF","28:11",2,1,3,"33.3%",0,1,"0.0%",0,0,"-",0,1,1,0,2,1,0,0,2,1,0,0,"3624","青森"
"273",39,"","船山 裕士船山","PF","00:00",0,0,0,"-",0,0,"-",0,0,"-",0,0,0,0,0,0,0,0,0,0,0,0,"3624","青森"
"274",NA,"","TEAM / COACHES","","",0,0,0,"-",0,0,"-",0,0,"-",1,2,3,0,0,0,0,0,0,0,0,3,"3624","青森"
"275",NA,"","合計","","200:00",98,42,68,"61.8%",9,22,"40.9%",5,5,"100.0%",3,25,28,26,16,11,2,3,11,15,7,123,"3624","青森"
"276",0,"〇","會田 圭佑會田","PG","34:52",17,7,19,"36.8%",1,7,"14.3%",2,2,"100.0%",1,2,3,4,3,0,0,0,1,1,0,9,"3625","青森"
"277",2,"〇","カレン・ルッソルッソ","SF/PF","40:00",30,12,18,"66.7%",2,5,"40.0%",4,10,"40.0%",1,10,11,5,1,2,1,0,3,8,1,36,"3625","青森"
"278",3,"","鮫島 和人鮫島","PG","02:33",0,0,0,"-",0,0,"-",0,0,"-",0,0,0,0,1,0,0,0,0,0,0,-1,"3625","青森"
"279",8,"","佐野 太一佐野","PG/SG","22:29",5,2,10,"20.0%",1,8,"12.5%",0,0,"-",0,1,1,2,1,1,0,0,2,2,0,0,"3625","青森"
"280",9,"","野里 惇貴野里","SG","00:00",0,0,0,"-",0,0,"-",0,0,"-",0,0,0,0,0,0,0,0,0,0,0,0,"3625","青森"
"281",18,"〇","菅 俊男菅","SF","18:08",2,1,2,"50.0%",0,1,"0.0%",0,0,"-",0,4,4,2,1,0,0,0,1,2,0,6,"3625","青森"
"282",21,"","橋本 龍弥橋本","PG","02:35",0,0,0,"-",0,0,"-",0,0,"-",0,0,0,0,0,0,0,0,1,0,0,0,"3625","青森"
"283",22,"〇","門馬 圭二郎門馬","SG/SF","33:33",2,1,7,"14.3%",0,4,"0.0%",0,0,"-",2,0,2,1,1,1,0,1,4,2,0,-1,"3625","青森"
"284",27,"〇","ユリアス・ユツィカスユツィカス","PF/C","34:09",21,9,16,"56.3%",1,2,"50.0%",2,2,"100.0%",3,4,7,1,1,2,0,0,5,3,2,23,"3625","青森"
"285",32,"","臼井 弘樹臼井","PF","11:41",2,1,1,"100.0%",0,0,"-",0,0,"-",1,2,3,0,1,0,0,0,1,0,0,4,"3625","青森"
"286",39,"","船山 裕士船山","PF","00:00",0,0,0,"-",0,0,"-",0,0,"-",0,0,0,0,0,0,0,0,0,0,0,0,"3625","青森"
"287",NA,"","TEAM / COACHES","","",0,0,0,"-",0,0,"-",0,0,"-",2,1,3,0,1,0,0,0,0,0,0,2,"3625","青森"
"288",NA,"","合計","","200:00",79,33,73,"45.2%",5,27,"18.5%",8,14,"57.1%",10,24,34,15,11,6,1,1,18,18,3,78,"3625","青森"
"289",2,"〇","ゲイリー・ハミルトンハミルトン","C","40:00",21,10,15,"66.7%",0,0,"-",1,2,"50.0%",4,10,14,8,4,0,0,1,1,3,0,33,"3625","奈良"
"290",3,"〇","前村 雄大前村","PG/SG","29:12",9,4,6,"66.7%",1,3,"33.3%",0,0,"-",0,5,5,5,3,3,0,0,4,1,0,17,"3625","奈良"
"291",4,"〇","ジェフリー・パーマーパーマー","PF","31:37",18,7,12,"58.3%",1,2,"50.0%",3,7,"42.9%",0,8,8,1,1,1,0,0,3,6,0,18,"3625","奈良"
"292",5,"","仁平 拓海仁平","SF/PF","04:05",0,0,0,"-",0,0,"-",0,2,"0.0%",1,1,2,1,0,0,0,0,0,1,0,1,"3625","奈良"
"293",10,"","種市 幸祐種市","SG/SF","20:24",5,1,6,"16.7%",0,4,"0.0%",3,5,"60.0%",1,0,1,2,1,2,0,0,1,2,0,2,"3625","奈良"
"294",13,"〇","小松 秀平小松","SG","20:21",6,1,2,"50.0%",1,1,"100.0%",3,4,"75.0%",0,4,4,3,0,0,1,0,1,2,0,12,"3625","奈良"
"295",23,"","横江 豊横江","PG","01:37",0,0,1,"0.0%",0,0,"-",0,0,"-",0,0,0,0,0,0,0,0,0,0,0,-1,"3625","奈良"
"296",24,"","本多 純平本多","SF","14:27",6,2,5,"40.0%",0,1,"0.0%",2,4,"50.0%",0,1,1,2,1,0,0,0,4,2,0,3,"3625","奈良"
"297",26,"","松本 健児リオン松本","PG/SG","13:59",6,3,5,"60.0%",0,1,"0.0%",0,0,"-",0,2,2,1,1,0,0,0,1,0,0,6,"3625","奈良"
"298",27,"〇","石塚 裕也石塚","SF/PF","24:18",16,8,11,"72.7%",0,0,"-",0,0,"-",1,0,1,0,0,1,0,0,3,1,0,15,"3625","奈良"
"299",NA,"","TEAM / COACHES","","",0,0,0,"-",0,0,"-",0,0,"-",0,3,3,0,0,0,0,0,0,0,0,3,"3625","奈良"
"300",NA,"","合計","","200:00",87,36,63,"57.1%",3,12,"25.0%",12,24,"50.0%",7,34,41,23,11,7,1,1,18,18,0,109,"3625","奈良"
"301",0,"〇","會田 圭佑會田","PG","33:53",5,1,6,"16.7%",0,3,"0.0%",3,3,"100.0%",0,4,4,3,3,2,0,0,2,1,0,6,"3626","青森"
"302",2,"〇","カレン・ルッソルッソ","SF/PF","40:00",19,7,22,"31.8%",1,5,"20.0%",4,4,"100.0%",6,8,14,6,1,0,1,1,2,3,2,24,"3626","青森"
"303",3,"","鮫島 和人鮫島","PG","02:12",0,0,1,"0.0%",0,1,"0.0%",0,0,"-",0,0,0,0,0,0,0,0,1,0,0,-1,"3626","青森"
"304",8,"","佐野 太一佐野","PG/SG","21:20",11,4,11,"36.4%",3,9,"33.3%",0,0,"-",0,3,3,2,0,1,1,0,1,1,0,11,"3626","青森"
"305",9,"","野里 惇貴野里","SG","00:00",0,0,0,"-",0,0,"-",0,0,"-",0,0,0,0,0,0,0,0,0,0,0,0,"3626","青森"
"306",18,"〇","菅 俊男菅","SF","26:33",6,3,7,"42.9%",0,2,"0.0%",0,1,"0.0%",2,1,3,3,1,0,0,0,3,1,0,6,"3626","青森"
"307",21,"","橋本 龍弥橋本","PG","03:30",0,0,1,"0.0%",0,0,"-",0,0,"-",0,0,0,0,0,0,0,0,0,0,0,-1,"3626","青森"
"308",22,"〇","門馬 圭二郎門馬","SG/SF","31:08",6,2,8,"25.0%",2,8,"25.0%",0,0,"-",0,1,1,3,1,1,0,0,1,2,0,4,"3626","青森"
"309",27,"〇","ユリアス・ユツィカスユツィカス","PF/C","40:00",22,8,17,"47.1%",1,2,"50.0%",5,8,"62.5%",4,10,14,1,0,2,0,0,2,6,0,27,"3626","青森"
"310",32,"","臼井 弘樹臼井","PF","01:24",0,0,0,"-",0,0,"-",0,0,"-",0,0,0,0,0,0,0,0,0,0,0,0,"3626","青森"
"311",39,"","船山 裕士船山","PF","00:00",0,0,0,"-",0,0,"-",0,0,"-",0,0,0,0,0,0,0,0,0,0,0,0,"3626","青森"
"312",NA,"","TEAM / COACHES","","",0,0,0,"-",0,0,"-",0,0,"-",1,2,3,0,0,0,0,0,0,0,0,3,"3626","青森"
"313",NA,"","合計","","200:00",69,25,73,"34.2%",7,30,"23.3%",12,16,"75.0%",13,29,42,18,6,6,2,1,12,14,2,79,"3626","青森"
"314",2,"〇","ゲイリー・ハミルトンハミルトン","C","38:02",5,2,8,"25.0%",0,0,"-",1,1,"100.0%",2,18,20,8,6,0,0,0,2,1,0,21,"3626","奈良"
"315",3,"〇","前村 雄大前村","PG/SG","25:33",5,2,5,"40.0%",0,1,"0.0%",1,2,"50.0%",1,1,2,3,0,0,0,1,2,1,0,6,"3626","奈良"
